GO Annotation ID,GO Annotation Name,Umbrella Annotation Names,Count of OGs with Annotation,Proportion of OGs with Annotation
GO:0007266,Rho protein signal transduction,"biological regulation,cellular process",13,0.0004895499905855771
GO:0000103,sulfate assimilation,"metabolic process,cellular process",13,0.0004895499905855771
GO:0046488,phosphatidylinositol metabolic process,"cellular process,metabolic process",13,0.0004895499905855771
GO:0031119,tRNA pseudouridine synthesis,"metabolic process,cellular process",13,0.0004895499905855771
GO:0006297,"nucleotide-excision repair, DNA gap filling","cellular process,metabolic process",13,0.0004895499905855771
GO:0045943,positive regulation of transcription by RNA polymerase I,"metabolic process,cellular process,biological regulation",13,0.0004895499905855771
GO:0048358,mucilage pectin biosynthetic process,metabolic process,12,0.00045189229900207117
GO:0009880,embryonic pattern specification,none,12,0.00045189229900207117
GO:0032509,endosome transport via multivesicular body sorting pathway,"localization,cellular process",12,0.00045189229900207117
GO:2001295,malonyl-CoA biosynthetic process,"metabolic process,cellular process",12,0.00045189229900207117
GO:0005987,sucrose catabolic process,"cellular process,metabolic process",12,0.00045189229900207117
GO:0006290,pyrimidine dimer repair,"cellular process,metabolic process,response to stimulus",12,0.00045189229900207117
GO:0007264,small GTPase mediated signal transduction,"biological regulation,cellular process",12,0.00045189229900207117
GO:0009314,response to radiation,response to stimulus,12,0.00045189229900207117
GO:0010582,floral meristem determinacy,developmental process,12,0.00045189229900207117
GO:0008584,male gonad development,developmental process,12,0.00045189229900207117
GO:0032446,protein modification by small protein conjugation,"cellular process,metabolic process",12,0.00045189229900207117
GO:0018023,peptidyl-lysine trimethylation,"cellular process,metabolic process",12,0.00045189229900207117
GO:0043328,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,"localization,cellular process",12,0.00045189229900207117
GO:0051571,positive regulation of histone H3-K4 methylation,"metabolic process,cellular process,biological regulation,cellular component organization",12,0.00045189229900207117
GO:0022900,electron transport chain,"metabolic process,cellular process",12,0.00045189229900207117
GO:0071222,cellular response to lipopolysaccharide,"cellular process,response to stimulus",12,0.00045189229900207117
GO:0010930,negative regulation of auxin mediated signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",12,0.00045189229900207117
GO:1904580,regulation of intracellular mRNA localization,"biological regulation,localization,cellular process",12,0.00045189229900207117
GO:0016135,saponin biosynthetic process,metabolic process,12,0.00045189229900207117
GO:0090615,mitochondrial mRNA processing,"metabolic process,cellular process",12,0.00045189229900207117
GO:0010165,response to X-ray,response to stimulus,12,0.00045189229900207117
GO:0007411,axon guidance,cellular process,12,0.00045189229900207117
GO:0006909,phagocytosis,"localization,cellular process",12,0.00045189229900207117
GO:0050790,regulation of catalytic activity,biological regulation,12,0.00045189229900207117
GO:0051365,cellular response to potassium ion starvation,"cellular process,response to stimulus",12,0.00045189229900207117
GO:0010483,pollen tube reception,none,12,0.00045189229900207117
GO:0046655,folic acid metabolic process,"cellular process,metabolic process",12,0.00045189229900207117
GO:0042060,wound healing,response to stimulus,12,0.00045189229900207117
GO:0048587,"regulation of short-day photoperiodism, flowering","biological regulation,response to stimulus",12,0.00045189229900207117
GO:1902025,nitrate import,localization,12,0.00045189229900207117
GO:0048262,determination of dorsal/ventral asymmetry,none,12,0.00045189229900207117
GO:0090057,root radial pattern formation,none,12,0.00045189229900207117
GO:0009969,xyloglucan biosynthetic process,"metabolic process,cellular process",12,0.00045189229900207117
GO:0000266,mitochondrial fission,"cellular process,cellular component organization",12,0.00045189229900207117
GO:0045899,positive regulation of RNA polymerase II transcription preinitiation complex assembly,"metabolic process,cellular process,biological regulation,cellular component organization",12,0.00045189229900207117
GO:0072318,clathrin coat disassembly,"cellular process,cellular component organization",12,0.00045189229900207117
GO:0009970,cellular response to sulfate starvation,"cellular process,response to stimulus",12,0.00045189229900207117
GO:0033617,mitochondrial cytochrome c oxidase assembly,"cellular process,cellular component organization",12,0.00045189229900207117
GO:0051103,DNA ligation involved in DNA repair,"cellular process,metabolic process",12,0.00045189229900207117
GO:0019264,glycine biosynthetic process from serine,"metabolic process,cellular process",12,0.00045189229900207117
GO:0010031,circumnutation,none,12,0.00045189229900207117
GO:1903507,negative regulation of nucleic acid-templated transcription,"metabolic process,cellular process,biological regulation",12,0.00045189229900207117
GO:0071669,plant-type cell wall organization or biogenesis,cellular process,12,0.00045189229900207117
GO:0043171,peptide catabolic process,"cellular process,metabolic process",12,0.00045189229900207117
GO:0050896,response to stimulus,response to stimulus,12,0.00045189229900207117
GO:0000187,activation of MAPK activity,"metabolic process,cellular process,signaling,biological regulation,response to stimulus",12,0.00045189229900207117
GO:0075732,viral penetration into host nucleus,localization,12,0.00045189229900207117
GO:0045732,positive regulation of protein catabolic process,"metabolic process,biological regulation",12,0.00045189229900207117
GO:0006694,steroid biosynthetic process,metabolic process,12,0.00045189229900207117
GO:0006458,'de novo' protein folding,cellular process,12,0.00045189229900207117
GO:1901348,positive regulation of secondary cell wall biogenesis,"cellular process,biological regulation",12,0.00045189229900207117
GO:0021987,cerebral cortex development,developmental process,12,0.00045189229900207117
GO:0042593,glucose homeostasis,biological regulation,12,0.00045189229900207117
GO:0010109,regulation of photosynthesis,"biological regulation,cellular process,metabolic process",12,0.00045189229900207117
GO:0009800,cinnamic acid biosynthetic process,"metabolic process,cellular process",12,0.00045189229900207117
GO:0030336,negative regulation of cell migration,"cellular process,locomotion,biological regulation,localization",12,0.00045189229900207117
GO:2000033,regulation of seed dormancy process,"biological regulation,developmental process",12,0.00045189229900207117
GO:0019676,ammonia assimilation cycle,"cellular process,metabolic process",12,0.00045189229900207117
GO:0007417,central nervous system development,developmental process,12,0.00045189229900207117
GO:0070550,rDNA condensation,"cellular process,cellular component organization",12,0.00045189229900207117
GO:1990414,replication-born double-strand break repair via sister chromatid exchange,"cellular process,metabolic process,response to stimulus",12,0.00045189229900207117
GO:0071446,cellular response to salicylic acid stimulus,"cellular process,response to stimulus",12,0.00045189229900207117
GO:0032197,"transposition, RNA-mediated",cellular process,12,0.00045189229900207117
GO:2000122,negative regulation of stomatal complex development,"biological regulation,developmental process",12,0.00045189229900207117
GO:0006517,protein deglycosylation,"cellular process,metabolic process",12,0.00045189229900207117
GO:0000086,G2/M transition of mitotic cell cycle,cellular process,12,0.00045189229900207117
GO:0033314,mitotic DNA replication checkpoint,"cellular process,biological regulation",12,0.00045189229900207117
GO:0009298,GDP-mannose biosynthetic process,"metabolic process,cellular process",12,0.00045189229900207117
GO:0046740,"transport of virus in host, cell to cell",localization,12,0.00045189229900207117
GO:0090263,positive regulation of canonical Wnt signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",12,0.00045189229900207117
GO:0031204,"posttranslational protein targeting to membrane, translocation","cellular process,localization",12,0.00045189229900207117
GO:0045740,positive regulation of DNA replication,"metabolic process,cellular process,biological regulation",12,0.00045189229900207117
GO:0032088,negative regulation of NF-kappaB transcription factor activity,"metabolic process,cellular process,biological regulation",12,0.00045189229900207117
GO:0071323,cellular response to chitin,"cellular process,response to stimulus",12,0.00045189229900207117
GO:0006624,vacuolar protein processing,"cellular process,metabolic process",12,0.00045189229900207117
GO:0051512,positive regulation of unidimensional cell growth,"cellular component organization,cellular process,biological regulation,developmental process",12,0.00045189229900207117
GO:0009697,salicylic acid biosynthetic process,"metabolic process,cellular process",12,0.00045189229900207117
GO:0007093,mitotic cell cycle checkpoint,"cellular process,biological regulation",12,0.00045189229900207117
GO:0010264,myo-inositol hexakisphosphate biosynthetic process,"cellular process,metabolic process",12,0.00045189229900207117
GO:0000244,spliceosomal tri-snRNP complex assembly,"cellular process,cellular component organization",12,0.00045189229900207117
GO:0007163,establishment or maintenance of cell polarity,cellular process,12,0.00045189229900207117
GO:0048439,flower morphogenesis,developmental process,12,0.00045189229900207117
