GO Annotation ID,GO Annotation Name,Umbrella Annotation Names,Count of OGs with Annotation,Proportion of OGs with Annotation
GO:0016763,"transferase activity, transferring pentosyl groups",catalytic activity,6,0.00022594614950103558
GO:0050839,cell adhesion molecule binding,binding,6,0.00022594614950103558
GO:0019003,GDP binding,binding,6,0.00022594614950103558
GO:0045552,dihydrokaempferol 4-reductase activity,catalytic activity,6,0.00022594614950103558
GO:0015189,L-lysine transmembrane transporter activity,transporter activity,6,0.00022594614950103558
GO:0001786,phosphatidylserine binding,binding,6,0.00022594614950103558
GO:0004021,L-alanine:2-oxoglutarate aminotransferase activity,catalytic activity,6,0.00022594614950103558
GO:0004198,calcium-dependent cysteine-type endopeptidase activity,catalytic activity,6,0.00022594614950103558
GO:0047763,caffeate O-methyltransferase activity,catalytic activity,6,0.00022594614950103558
GO:0015245,fatty acid transmembrane transporter activity,transporter activity,6,0.00022594614950103558
GO:0004359,glutaminase activity,catalytic activity,6,0.00022594614950103558
GO:0102342,3-oxo-cerotoyl-CoA reductase activity,catalytic activity,6,0.00022594614950103558
GO:0004888,transmembrane signaling receptor activity,"molecular transducer activity,signaling receptor activity",6,0.00022594614950103558
GO:0015341,zinc efflux active transmembrane transporter activity,transporter activity,6,0.00022594614950103558
GO:0102340,3-oxo-behenoyl-CoA reductase activity,catalytic activity,6,0.00022594614950103558
GO:0015093,ferrous iron transmembrane transporter activity,transporter activity,6,0.00022594614950103558
GO:0102341,3-oxo-lignoceroyl-CoA reductase activity,catalytic activity,6,0.00022594614950103558
GO:0045549,9-cis-epoxycarotenoid dioxygenase activity,catalytic activity,6,0.00022594614950103558
GO:0015462,ABC-type protein transporter activity,"transporter activity,catalytic activity",6,0.00022594614950103558
GO:0102752,"1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)",catalytic activity,6,0.00022594614950103558
GO:0004576,oligosaccharyl transferase activity,catalytic activity,6,0.00022594614950103558
GO:0061575,cyclin-dependent protein serine/threonine kinase activator activity,molecular function regulator,6,0.00022594614950103558
GO:0016594,glycine binding,binding,6,0.00022594614950103558
GO:0050302,indole-3-acetaldehyde oxidase activity,catalytic activity,6,0.00022594614950103558
GO:0048040,UDP-glucuronate decarboxylase activity,catalytic activity,6,0.00022594614950103558
GO:0004134,4-alpha-glucanotransferase activity,catalytic activity,6,0.00022594614950103558
GO:0030957,Tat protein binding,binding,6,0.00022594614950103558
GO:0004032,alditol:NADP+ 1-oxidoreductase activity,catalytic activity,6,0.00022594614950103558
GO:0004165,dodecenoyl-CoA delta-isomerase activity,catalytic activity,6,0.00022594614950103558
GO:0000340,RNA 7-methylguanosine cap binding,binding,6,0.00022594614950103558
GO:0004028,3-chloroallyl aldehyde dehydrogenase activity,catalytic activity,6,0.00022594614950103558
GO:0019863,IgE binding,binding,6,0.00022594614950103558
GO:0080054,low-affinity nitrate transmembrane transporter activity,transporter activity,6,0.00022594614950103558
GO:0015930,glutamate synthase activity,catalytic activity,6,0.00022594614950103558
GO:0019158,mannokinase activity,catalytic activity,6,0.00022594614950103558
GO:0004822,isoleucine-tRNA ligase activity,catalytic activity,6,0.00022594614950103558
GO:0008310,single-stranded DNA 3'-5' exodeoxyribonuclease activity,catalytic activity,6,0.00022594614950103558
GO:0047517,"1,4-beta-D-xylan synthase activity",catalytic activity,6,0.00022594614950103558
GO:0035615,clathrin adaptor activity,"molecular adaptor activity,binding",6,0.00022594614950103558
GO:0050567,glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity,catalytic activity,6,0.00022594614950103558
GO:0015485,cholesterol binding,binding,6,0.00022594614950103558
GO:0016851,magnesium chelatase activity,catalytic activity,6,0.00022594614950103558
GO:1990948,ubiquitin ligase inhibitor activity,molecular function regulator,6,0.00022594614950103558
GO:0043813,"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity",catalytic activity,5,0.00018828845791752966
GO:0019894,kinesin binding,binding,5,0.00018828845791752966
GO:0015019,heparan-alpha-glucosaminide N-acetyltransferase activity,catalytic activity,5,0.00018828845791752966
GO:0005154,epidermal growth factor receptor binding,binding,5,0.00018828845791752966
GO:0008705,methionine synthase activity,catalytic activity,5,0.00018828845791752966
GO:0042287,MHC protein binding,binding,5,0.00018828845791752966
GO:0004306,ethanolamine-phosphate cytidylyltransferase activity,catalytic activity,5,0.00018828845791752966
GO:0004340,glucokinase activity,catalytic activity,5,0.00018828845791752966
GO:0004845,uracil phosphoribosyltransferase activity,catalytic activity,5,0.00018828845791752966
GO:0015141,succinate transmembrane transporter activity,transporter activity,5,0.00018828845791752966
GO:0008081,phosphoric diester hydrolase activity,catalytic activity,5,0.00018828845791752966
GO:0097363,protein O-GlcNAc transferase activity,catalytic activity,5,0.00018828845791752966
GO:0016229,steroid dehydrogenase activity,catalytic activity,5,0.00018828845791752966
GO:0017050,D-erythro-sphingosine kinase activity,catalytic activity,5,0.00018828845791752966
GO:0003977,UDP-N-acetylglucosamine diphosphorylase activity,catalytic activity,5,0.00018828845791752966
GO:0051019,mitogen-activated protein kinase binding,binding,5,0.00018828845791752966
GO:0001530,lipopolysaccharide binding,binding,5,0.00018828845791752966
GO:0015616,DNA translocase activity,catalytic activity,5,0.00018828845791752966
GO:0070001,aspartic-type peptidase activity,catalytic activity,5,0.00018828845791752966
GO:0052852,very-long-chain-(S)-2-hydroxy-acid oxidase activity,catalytic activity,5,0.00018828845791752966
GO:0004506,squalene monooxygenase activity,catalytic activity,5,0.00018828845791752966
GO:0008974,phosphoribulokinase activity,catalytic activity,5,0.00018828845791752966
GO:0016040,glutamate synthase (NADH) activity,catalytic activity,5,0.00018828845791752966
GO:0004751,ribose-5-phosphate isomerase activity,catalytic activity,5,0.00018828845791752966
GO:0010296,prenylcysteine methylesterase activity,catalytic activity,5,0.00018828845791752966
GO:0044547,DNA topoisomerase binding,binding,5,0.00018828845791752966
GO:0036312,phosphatidylinositol 3-kinase regulatory subunit binding,binding,5,0.00018828845791752966
GO:0004310,farnesyl-diphosphate farnesyltransferase activity,catalytic activity,5,0.00018828845791752966
GO:0051996,squalene synthase activity,catalytic activity,5,0.00018828845791752966
GO:0140333,glycerophospholipid flippase activity,"transporter activity,catalytic activity",5,0.00018828845791752966
GO:0090554,phosphatidylcholine floppase activity,"transporter activity,catalytic activity",5,0.00018828845791752966
GO:0050281,serine-glyoxylate transaminase activity,catalytic activity,5,0.00018828845791752966
GO:0004128,"cytochrome-b5 reductase activity, acting on NAD(P)H",catalytic activity,5,0.00018828845791752966
GO:0004760,serine-pyruvate transaminase activity,catalytic activity,5,0.00018828845791752966
GO:0016174,NAD(P)H oxidase H2O2-forming activity,catalytic activity,5,0.00018828845791752966
GO:0030527,structural constituent of chromatin,structural molecule activity,5,0.00018828845791752966
GO:0070139,SUMO-specific endopeptidase activity,catalytic activity,5,0.00018828845791752966
GO:0052853,long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity,catalytic activity,5,0.00018828845791752966
GO:0008506,sucrose:proton symporter activity,transporter activity,5,0.00018828845791752966
GO:0004325,ferrochelatase activity,catalytic activity,5,0.00018828845791752966
GO:0015292,uniporter activity,transporter activity,5,0.00018828845791752966
GO:0016463,P-type zinc transporter activity,"transporter activity,catalytic activity",5,0.00018828845791752966
GO:1902387,ceramide 1-phosphate binding,binding,5,0.00018828845791752966
GO:0015446,ATPase-coupled arsenite transmembrane transporter activity,"transporter activity,catalytic activity",5,0.00018828845791752966
GO:0009703,nitrate reductase (NADH) activity,catalytic activity,5,0.00018828845791752966
GO:0050464,nitrate reductase (NADPH) activity,catalytic activity,5,0.00018828845791752966
GO:0080118,brassinosteroid sulfotransferase activity,catalytic activity,5,0.00018828845791752966
GO:1990135,flavonoid sulfotransferase activity,catalytic activity,5,0.00018828845791752966
GO:0009702,L-arabinokinase activity,catalytic activity,5,0.00018828845791752966
GO:0046332,SMAD binding,binding,5,0.00018828845791752966
GO:0047890,flavanone 4-reductase activity,catalytic activity,5,0.00018828845791752966
GO:0005464,UDP-xylose transmembrane transporter activity,transporter activity,5,0.00018828845791752966
GO:0005034,osmosensor activity,"signaling receptor activity,molecular transducer activity",5,0.00018828845791752966
GO:0016985,"mannan endo-1,4-beta-mannosidase activity",catalytic activity,5,0.00018828845791752966
GO:0008251,tRNA-specific adenosine deaminase activity,catalytic activity,5,0.00018828845791752966
GO:0015217,ADP transmembrane transporter activity,transporter activity,5,0.00018828845791752966
GO:0003935,GTP cyclohydrolase II activity,catalytic activity,5,0.00018828845791752966
GO:0010285,"L,L-diaminopimelate aminotransferase activity",catalytic activity,5,0.00018828845791752966
GO:0008379,thioredoxin peroxidase activity,"catalytic activity,antioxidant activity",5,0.00018828845791752966
GO:0003720,telomerase activity,catalytic activity,5,0.00018828845791752966
GO:0004618,phosphoglycerate kinase activity,catalytic activity,5,0.00018828845791752966
GO:0004809,tRNA (guanine-N2-)-methyltransferase activity,catalytic activity,5,0.00018828845791752966
GO:0008515,sucrose transmembrane transporter activity,transporter activity,5,0.00018828845791752966
GO:1902388,ceramide 1-phosphate transfer activity,transporter activity,5,0.00018828845791752966
GO:0051920,peroxiredoxin activity,"catalytic activity,antioxidant activity",5,0.00018828845791752966
GO:0005261,cation channel activity,transporter activity,5,0.00018828845791752966
GO:0102500,beta-maltose 4-alpha-glucanotransferase activity,catalytic activity,5,0.00018828845791752966
GO:0009000,selenocysteine lyase activity,catalytic activity,5,0.00018828845791752966
GO:0052832,inositol monophosphate 3-phosphatase activity,catalytic activity,5,0.00018828845791752966
GO:0004345,glucose-6-phosphate dehydrogenase activity,catalytic activity,5,0.00018828845791752966
GO:0103025,alpha-amylase activity (releasing maltohexaose),catalytic activity,5,0.00018828845791752966
GO:0052833,inositol monophosphate 4-phosphatase activity,catalytic activity,5,0.00018828845791752966
GO:0008934,inositol monophosphate 1-phosphatase activity,catalytic activity,5,0.00018828845791752966
GO:0003852,2-isopropylmalate synthase activity,catalytic activity,5,0.00018828845791752966
GO:0009036,type II site-specific deoxyribonuclease activity,catalytic activity,5,0.00018828845791752966
GO:0004556,alpha-amylase activity,catalytic activity,5,0.00018828845791752966
GO:0004791,thioredoxin-disulfide reductase activity,"catalytic activity,antioxidant activity",5,0.00018828845791752966
GO:0017077,oxidative phosphorylation uncoupler activity,transporter activity,5,0.00018828845791752966
GO:0043236,laminin binding,binding,5,0.00018828845791752966
GO:0005310,dicarboxylic acid transmembrane transporter activity,transporter activity,5,0.00018828845791752966
GO:0008465,glycerate dehydrogenase activity,catalytic activity,5,0.00018828845791752966
GO:0010313,phytochrome binding,binding,5,0.00018828845791752966
GO:0017150,tRNA dihydrouridine synthase activity,catalytic activity,5,0.00018828845791752966
GO:0052854,medium-chain-(S)-2-hydroxy-acid oxidase activity,catalytic activity,5,0.00018828845791752966
GO:0016717,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",catalytic activity,5,0.00018828845791752966
GO:0047216,inositol 3-alpha-galactosyltransferase activity,catalytic activity,5,0.00018828845791752966
GO:0018812,3-hydroxyacyl-CoA dehydratase activity,catalytic activity,5,0.00018828845791752966
GO:0004820,glycine-tRNA ligase activity,catalytic activity,5,0.00018828845791752966
GO:0003689,DNA clamp loader activity,"catalytic activity,binding",5,0.00018828845791752966
GO:0004750,ribulose-phosphate 3-epimerase activity,catalytic activity,5,0.00018828845791752966
GO:0008113,peptide-methionine (S)-S-oxide reductase activity,catalytic activity,5,0.00018828845791752966
GO:0050275,scopoletin glucosyltransferase activity,catalytic activity,5,0.00018828845791752966
GO:0010013,N-1-naphthylphthalamic acid binding,binding,5,0.00018828845791752966
GO:0047259,glucomannan 4-beta-mannosyltransferase activity,catalytic activity,5,0.00018828845791752966
GO:0050474,(S)-norcoclaurine synthase activity,catalytic activity,5,0.00018828845791752966
GO:0004792,thiosulfate sulfurtransferase activity,catalytic activity,5,0.00018828845791752966
GO:0000339,RNA cap binding,binding,5,0.00018828845791752966
GO:0008093,cytoskeletal anchor activity,molecular adaptor activity,5,0.00018828845791752966
GO:0016251,RNA polymerase II general transcription initiation factor activity,none,5,0.00018828845791752966
GO:0102811,geraniol 10-hydroxylase activity,catalytic activity,5,0.00018828845791752966
GO:0018064,protein-histidine N-methyltransferase activity,catalytic activity,5,0.00018828845791752966
GO:0051880,G-quadruplex DNA binding,binding,5,0.00018828845791752966
GO:0010277,chlorophyllide a oxygenase [overall] activity,catalytic activity,5,0.00018828845791752966
GO:0015121,phosphoenolpyruvate:phosphate antiporter activity,transporter activity,5,0.00018828845791752966
GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding,binding,5,0.00018828845791752966
GO:0090447,glycerol-3-phosphate 2-O-acyltransferase activity,catalytic activity,5,0.00018828845791752966
GO:0015172,acidic amino acid transmembrane transporter activity,transporter activity,5,0.00018828845791752966
