Taxon,Protein ID,Search Term,Phenolic Protein
oakesiana-OEOA,TRINITY_DN3454_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
oakesiana-OEOA,TRINITY_DN3454_c0_g1_i6.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
oakesiana-OEOA,TRINITY_DN3454_c0_g1_i4.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
oakesiana-OEOA,TRINITY_DN3456_c0_g1_i1.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
oakesiana-OEOA,TRINITY_DN3456_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
oakesiana-OEOA,TRINITY_DN3456_c0_g1_i2.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
oakesiana-OEOA,TRINITY_DN3456_c0_g1_i2.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
oakesiana-OEOA,TRINITY_DN3706_c0_g1_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
oakesiana-OEOA,TRINITY_DN3706_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
oakesiana-OEOA,TRINITY_DN3872_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
oakesiana-OEOA,TRINITY_DN3872_c0_g1_i8.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
oakesiana-OEOA,TRINITY_DN3872_c0_g1_i9.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
oakesiana-OEOA,TRINITY_DN3872_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
oakesiana-OEOA,TRINITY_DN3992_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
oakesiana-OEOA,TRINITY_DN4134_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
oakesiana-OEOA,TRINITY_DN4242_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
oakesiana-OEOA,TRINITY_DN4569_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase 2
oakesiana-OEOA,TRINITY_DN4569_c0_g1_i6.p1,Chalcone synthase,Chalcone synthase 2
oakesiana-OEOA,TRINITY_DN4569_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 1
oakesiana-OEOA,TRINITY_DN4569_c0_g1_i4.p1,Chalcone synthase,Chalcone synthase
oakesiana-OEOA,TRINITY_DN4569_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 2
oakesiana-OEOA,TRINITY_DN4569_c1_g1_i1.p1,Chalcone synthase,Chalcone synthase 1
oakesiana-OEOA,TRINITY_DN5906_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
oakesiana-OEOA,TRINITY_DN5906_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
oakesiana-OEOA,TRINITY_DN6156_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
oakesiana-OEOA,TRINITY_DN6720_c0_g2_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
oakesiana-OEOA,TRINITY_DN6720_c0_g2_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
oakesiana-OEOA,TRINITY_DN6720_c0_g2_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
oakesiana-OEOA,TRINITY_DN7180_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
oakesiana-OEOA,TRINITY_DN10450_c0_g1_i4.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 3 {ECO:0000305}
oakesiana-OEOA,TRINITY_DN10450_c0_g1_i2.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 3 {ECO:0000305}
oakesiana-OEOA,TRINITY_DN10825_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 2
oakesiana-OEOA,TRINITY_DN11243_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
oakesiana-OEOA,TRINITY_DN13495_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 1
oakesiana-OEOA,TRINITY_DN18023_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
oakesiana-OEOA,TRINITY_DN25545_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
oakesiana-OEOA,TRINITY_DN25880_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
oakesiana-OEOA,TRINITY_DN26452_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
oakesiana-OEOA,TRINITY_DN26702_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
oakesiana-OEOA,TRINITY_DN30292_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
oakesiana-OEOA,TRINITY_DN37598_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
oakesiana-OEOA,TRINITY_DN41346_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
oakesiana-OEOA,TRINITY_DN41435_c0_g1_i2.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
oakesiana-OEOA,TRINITY_DN45980_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
oakesiana-OEOA,TRINITY_DN47350_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
oakesiana-OEOA,TRINITY_DN48958_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
oakesiana-OEOA,TRINITY_DN51234_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
oakesiana-OEOA,TRINITY_DN52644_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
parviflora-OEPA,TRINITY_DN647_c0_g1_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
parviflora-OEPA,TRINITY_DN1113_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
parviflora-OEPA,TRINITY_DN1177_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
parviflora-OEPA,TRINITY_DN1102_c0_g1_i5.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
parviflora-OEPA,TRINITY_DN1102_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
parviflora-OEPA,TRINITY_DN1102_c0_g1_i4.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
parviflora-OEPA,TRINITY_DN1102_c0_g1_i4.p3,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
parviflora-OEPA,TRINITY_DN1102_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
parviflora-OEPA,TRINITY_DN1102_c0_g1_i1.p3,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
parviflora-OEPA,TRINITY_DN2967_c0_g1_i7.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
parviflora-OEPA,TRINITY_DN2967_c0_g1_i5.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
parviflora-OEPA,TRINITY_DN2967_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 3
parviflora-OEPA,TRINITY_DN2967_c0_g1_i3.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 3
parviflora-OEPA,TRINITY_DN2967_c0_g1_i9.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
parviflora-OEPA,TRINITY_DN2967_c1_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
parviflora-OEPA,TRINITY_DN3102_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
parviflora-OEPA,TRINITY_DN3370_c0_g1_i5.p1,Chalcone synthase,Chalcone synthase 2
parviflora-OEPA,TRINITY_DN3370_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 1
parviflora-OEPA,TRINITY_DN3370_c0_g1_i7.p1,Chalcone synthase,Chalcone synthase 1
parviflora-OEPA,TRINITY_DN3370_c0_g1_i6.p1,Chalcone synthase,Chalcone synthase 2
parviflora-OEPA,TRINITY_DN3370_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase 2
parviflora-OEPA,TRINITY_DN3370_c0_g1_i4.p1,Chalcone synthase,Chalcone synthase 2
parviflora-OEPA,TRINITY_DN4003_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
parviflora-OEPA,TRINITY_DN4003_c0_g1_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
parviflora-OEPA,TRINITY_DN4003_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
parviflora-OEPA,TRINITY_DN4003_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
parviflora-OEPA,TRINITY_DN4692_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
parviflora-OEPA,TRINITY_DN4701_c0_g1_i2.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
parviflora-OEPA,TRINITY_DN4701_c0_g1_i2.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
parviflora-OEPA,TRINITY_DN4960_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
parviflora-OEPA,TRINITY_DN4960_c0_g1_i1.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
parviflora-OEPA,TRINITY_DN4960_c0_g1_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
parviflora-OEPA,TRINITY_DN4986_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
parviflora-OEPA,TRINITY_DN4918_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
parviflora-OEPA,TRINITY_DN7379_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
parviflora-OEPA,TRINITY_DN7379_c0_g1_i4.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
parviflora-OEPA,TRINITY_DN7379_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
parviflora-OEPA,TRINITY_DN7379_c0_g1_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
parviflora-OEPA,TRINITY_DN7379_c0_g1_i6.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
parviflora-OEPA,TRINITY_DN7379_c0_g2_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
parviflora-OEPA,TRINITY_DN8331_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
parviflora-OEPA,TRINITY_DN8405_c0_g1_i4.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
parviflora-OEPA,TRINITY_DN8405_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
parviflora-OEPA,TRINITY_DN8405_c0_g1_i8.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
parviflora-OEPA,TRINITY_DN8405_c0_g1_i5.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
parviflora-OEPA,TRINITY_DN8405_c0_g1_i3.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
parviflora-OEPA,TRINITY_DN8622_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
parviflora-OEPA,TRINITY_DN8842_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
parviflora-OEPA,TRINITY_DN8926_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
parviflora-OEPA,TRINITY_DN10273_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
parviflora-OEPA,TRINITY_DN10530_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
parviflora-OEPA,TRINITY_DN11502_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
parviflora-OEPA,TRINITY_DN20968_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
parviflora-OEPA,TRINITY_DN22771_c0_g1_i1.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
parviflora-OEPA,TRINITY_DN25492_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 3 {ECO:0000305}
parviflora-OEPA,TRINITY_DN27059_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
parviflora-OEPA,TRINITY_DN33880_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
parviflora-OEPA,TRINITY_DN41888_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
parviflora-OEPA,TRINITY_DN47252_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
parviflora-OEPA,TRINITY_DN47447_c0_g1_i2.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
parviflora-OEPA,TRINITY_DN47447_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
parviflora-OEPA,TRINITY_DN51978_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
picensis-DZLN,TRINITY_DN50_c0_g1_i4.p1,Chalcone synthase,Chalcone synthase 1
picensis-DZLN,TRINITY_DN50_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 2
picensis-DZLN,TRINITY_DN50_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase 2
picensis-DZLN,TRINITY_DN50_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 2
picensis-DZLN,TRINITY_DN144_c0_g2_i1.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
picensis-DZLN,TRINITY_DN144_c0_g1_i9.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
picensis-DZLN,TRINITY_DN144_c0_g1_i3.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
picensis-DZLN,TRINITY_DN144_c0_g3_i2.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
picensis-DZLN,TRINITY_DN338_c0_g1_i9.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
picensis-DZLN,TRINITY_DN338_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
picensis-DZLN,TRINITY_DN338_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
picensis-DZLN,TRINITY_DN338_c0_g1_i10.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
picensis-DZLN,TRINITY_DN338_c0_g1_i8.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
picensis-DZLN,TRINITY_DN338_c0_g1_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
picensis-DZLN,TRINITY_DN442_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
picensis-DZLN,TRINITY_DN442_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
picensis-DZLN,TRINITY_DN577_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
picensis-DZLN,TRINITY_DN647_c0_g1_i1.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
picensis-DZLN,TRINITY_DN647_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
picensis-DZLN,TRINITY_DN647_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
picensis-DZLN,TRINITY_DN647_c0_g1_i2.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
picensis-DZLN,TRINITY_DN1886_c0_g2_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase CYP75B137 {ECO:0000305}
picensis-DZLN,TRINITY_DN2793_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
picensis-DZLN,TRINITY_DN2793_c0_g2_i1.p4,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
picensis-DZLN,TRINITY_DN2802_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
picensis-DZLN,TRINITY_DN3485_c0_g1_i14.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
picensis-DZLN,TRINITY_DN3485_c0_g1_i10.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
picensis-DZLN,TRINITY_DN3485_c0_g1_i3.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
picensis-DZLN,TRINITY_DN3485_c0_g1_i13.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
picensis-DZLN,TRINITY_DN3485_c0_g2_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
picensis-DZLN,TRINITY_DN3485_c0_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
picensis-DZLN,TRINITY_DN3485_c0_g3_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
picensis-DZLN,TRINITY_DN3485_c0_g4_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
picensis-DZLN,TRINITY_DN3485_c1_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
picensis-DZLN,TRINITY_DN3959_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
picensis-DZLN,TRINITY_DN3959_c0_g2_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
picensis-DZLN,TRINITY_DN3959_c0_g2_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
picensis-DZLN,TRINITY_DN3959_c0_g2_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
picensis-DZLN,TRINITY_DN3959_c0_g2_i8.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
picensis-DZLN,TRINITY_DN3959_c0_g2_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
picensis-DZLN,TRINITY_DN3959_c0_g2_i1.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
picensis-DZLN,TRINITY_DN6254_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
picensis-DZLN,TRINITY_DN6254_c0_g2_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
picensis-DZLN,TRINITY_DN6254_c1_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase F3H2 {ECO:0000305}
picensis-DZLN,TRINITY_DN8139_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
picensis-DZLN,TRINITY_DN8387_c0_g1_i3.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
picensis-DZLN,TRINITY_DN8387_c0_g1_i6.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
picensis-DZLN,TRINITY_DN8459_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
picensis-DZLN,TRINITY_DN11022_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
picensis-DZLN,TRINITY_DN12026_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
picensis-DZLN,TRINITY_DN16582_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
picensis-DZLN,TRINITY_DN16988_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
picensis-DZLN,TRINITY_DN20873_c0_g1_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
picensis-DZLN,TRINITY_DN21547_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
picensis-DZLN,TRINITY_DN22847_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
picensis-DZLN,TRINITY_DN22860_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
picensis-DZLN,TRINITY_DN25822_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
picensis-DZLN,TRINITY_DN29024_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
rhombipetala-YHLF,TRINITY_DN133_c1_g1_i1.p1,Chalcone synthase,Chalcone synthase 2
rhombipetala-YHLF,TRINITY_DN260_c0_g1_i7.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
rhombipetala-YHLF,TRINITY_DN260_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
rhombipetala-YHLF,TRINITY_DN519_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
rhombipetala-YHLF,TRINITY_DN619_c1_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
rhombipetala-YHLF,TRINITY_DN768_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
rhombipetala-YHLF,TRINITY_DN768_c0_g3_i2.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
rhombipetala-YHLF,TRINITY_DN768_c0_g3_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
rhombipetala-YHLF,TRINITY_DN754_c0_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
rhombipetala-YHLF,TRINITY_DN754_c0_g3_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
rhombipetala-YHLF,TRINITY_DN1078_c1_g1_i6.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
rhombipetala-YHLF,TRINITY_DN1078_c1_g1_i7.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
rhombipetala-YHLF,TRINITY_DN1078_c1_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
rhombipetala-YHLF,TRINITY_DN1078_c1_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
rhombipetala-YHLF,TRINITY_DN1078_c1_g1_i9.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
rhombipetala-YHLF,TRINITY_DN1010_c0_g1_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
rhombipetala-YHLF,TRINITY_DN1010_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
rhombipetala-YHLF,TRINITY_DN1010_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
rhombipetala-YHLF,TRINITY_DN1617_c0_g1_i2.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
rhombipetala-YHLF,TRINITY_DN1617_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
rhombipetala-YHLF,TRINITY_DN1617_c0_g2_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
rhombipetala-YHLF,TRINITY_DN1617_c0_g2_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
rhombipetala-YHLF,TRINITY_DN2169_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
rhombipetala-YHLF,TRINITY_DN2169_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
rhombipetala-YHLF,TRINITY_DN2169_c0_g1_i9.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
rhombipetala-YHLF,TRINITY_DN2169_c0_g1_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
rhombipetala-YHLF,TRINITY_DN2169_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
rhombipetala-YHLF,TRINITY_DN2247_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
rhombipetala-YHLF,TRINITY_DN2776_c0_g1_i1.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
rhombipetala-YHLF,TRINITY_DN2776_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
rhombipetala-YHLF,TRINITY_DN3052_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 3 {ECO:0000305}
rhombipetala-YHLF,TRINITY_DN3624_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
rhombipetala-YHLF,TRINITY_DN3892_c0_g1_i1.p2,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
rhombipetala-YHLF,TRINITY_DN4538_c0_g1_i6.p1,Chalcone synthase,Chalcone synthase 2
rhombipetala-YHLF,TRINITY_DN4538_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 2
rhombipetala-YHLF,TRINITY_DN5627_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
